时间	成本加成定价	销量	成本加成定价	销量	成本加成定价	销量	成本加成定价	销量	成本加成定价	销量	成本加成定价	销量
2023/2/22	4.26777	9	5.06592	19.261	2.20086	25.739	4.5585	9	12.6012	4.003	8.7544	13.943
2023/2/23	14.798	18.185	12.07548	5	22.49676	1.763	20.4876	7.585	12.7284	8.572	10.05192	16.615
2023/2/24	14.798	25.083	5.06592	22.749	4.92435	18	4.92205	30	12.6012	3.555	10.05192	20.755
2023/2/25	3.17347	13	5.06592	26.192	4.92435	39	14.2259	5.958	12.6012	3.429	10.05192	26.661
2023/2/26	2.51689	46	5.06592	27.64	3.17347	48	5.9118	14	14.8498	9.084	10.05192	29.905
2023/2/27	16.912	15.253	6.03774	7	4.92435	27	4.92205	15	14.8498	6.126	10.05192	13.221
2023/2/28	16.912	17.861	5.06592	12.854	9.1544	3.229	4.92205	20	14.9394	1.77	8.7544	13.72
2023/3/1	16.912	16.316	5.06592	10.06	3.99672	20	20.4876	5.39	14.8498	6.963	10.05192	14.28
2023/3/2	16.912	14.612	5.06592	16.298	4.92435	17	20.4876	7.782	12.6012	2.057	8.7544	11.323
2023/3/3	16.912	21.493	5.06592	17.936	4.92435	31	4.5585	11	14.8498	10.253	10.05192	22.14
2023/3/4	16.912	32.423	12.07548	7	22.7088	3.041	20.4876	12.98	14.8498	11.069	10.05192	21.529
2023/3/5	4.26777	43	5.06592	18.318	10.15036	5.284	4.5585	12	12.7284	12.478	10.05192	32.482
2023/3/6	16.912	15.941	40.843	2.527	5.36207	19	5.9118	10	12.7284	8.06	9.62984	10.433
2023/3/7	4.26777	8	9.93324	2.608	4.92435	16	6.45637	6	12.7284	7.728	10.05192	21.426
2023/3/8	4.26777	18	5.06592	10.209	5.36207	34	20.4876	12.61	14.9394	1.533	9.62984	14.056
2023/3/9	4.26777	46	5.06592	6.953	5.36207	15	20.4876	5.246	12.7284	4.541	10.05192	12.71
2023/3/10	16.912	16.403	5.06592	10.67	9.2488	1.507	14.2259	1.736	12.6012	3.596	9.62984	10.403
2023/3/11	16.912	19.988	5.06592	27.6	3.17347	67	26.1488	14.34	12.7284	18.851	9.62984	15.802
2023/3/12	16.912	27.256	5.06592	26.612	4.26777	49	2.51125	46	12.6012	4.482	9.62984	19.536
2023/3/13	16.912	15.457	5.06592	10.65	4.4256	10.127	4.5585	8	12.7284	8.921	9.62984	10.596
2023/3/14	6.45637	17	5.06592	5.02	8.8264	4.221	20.4876	6.903	12.6012	4.833	9.62984	9.076
2023/3/15	6.45637	32	5.06592	9.095	8.5016	4.61	23.9328	11.202	12.6012	4.231	9.62984	9.683
2023/3/16	10.50528	2.042	38.258	2.621	2.07917	25	23.9328	9.734	12.7284	9.819	10.05192	18.169
2023/3/17	6.12808	51	38.258	2.449	8.53344	9.384	23.9328	15.301	12.7284	14.126	9.62984	20.264
2023/3/18	5.36207	8	38.258	2.467	5.36207	50	23.9328	17.392	12.7284	20.596	9.62984	19.457
2023/3/19	11.627	29.562	5.06592	24.279	8.53344	19.769	23.9328	20.161	12.7284	20.755	10.926	36.361
2023/3/20	5.36207	5	38.258	2.498	2.07917	53	9.37816	1	14.9394	0.451	10.926	21.308
2023/3/21	10.57	23.516	38.258	2.473	5.36207	25	3.0135	24	11.24342	7.737	10.926	14.895
2023/3/22	7.6104	43.126	12.07548	4	2.1886	49	23.9328	10.858	11.24342	11.364	11.81844	13.439
2023/3/23	6.01865	3	33.3465	2.512	2.1886	57	3.039	15	11.24342	8.997	12.0186	17.887
2023/3/24	17.5088	7.624	5.06592	10.773	9.44418	3.611	3.0135	44	10.607	13.826	11.81844	16.999
2023/3/25	17.5088	5.221	10.797	6.919	6.1488	16	23.9328	16.22	10.607	17.742	12.0186	15.598
2023/3/26	8.20725	50	33.3465	2.441	8.5016	8.077	23.9328	11.539	10.607	15.78	12.0186	18.645
2023/3/27	35.89304	1.076	5.06592	6.133	9.44418	3.624	23.9328	8.109	10.607	9.125	12.0186	11.361
2023/3/28	7.6104	19.187	5.06592	6.006	3.2829	39	3.039	10	9.12202	11.028	11.81844	10.242
2023/3/29	7.6104	28.114	12.07548	5	15.6492	0.365	23.9328	8.453	9.12202	7.747	12.0186	14.747
2023/3/30	4.26777	17	10.797	5.614	5.36207	18	8.97476	5	9.12202	11.169	12.0186	15.256
2023/3/31	5.36207	7	10.797	1.717	43.74216	1.999	3.0135	61	9.12202	18.308	11.81844	19.345
2023/4/1	3.2829	12	33.3465	2.493	5.36207	37	23.9328	12.19	8.4856	19.237	12.0186	22.636
2023/4/2	4.92435	8	10.797	2.59	3.00768	27.273	5.9118	20	8.4856	15.542	11.81844	15.375
2023/4/3	20.7917	2.68	5.06592	10.585	8.5016	5.704	23.9328	7.964	8.4856	16.443	12.0186	13.343
2023/4/4	6.9762	28.52	5.06592	8.757	9.44418	6.123	23.9328	11.844	8.4856	15.979	12.0186	14.12
2023/4/5	4.92435	37	33.3465	1.712	6	0.671	3.0135	59	8.4856	18.708	12.0186	22.05
2023/4/6	4.92435	26	10.797	3.315	5.36207	32	23.9328	7.187	8.4856	10.83	15.3202	11.086
2023/4/7	6.9762	28.583	33.3465	3.052	4.4132	6.944	3.0135	35	8.4856	9.11	12.0186	19.893
2023/4/8	6.9762	31.05	5.06592	11.551	6.8658	7.03	23.9328	14.287	8.4856	17.039	12.0186	25.847
2023/4/9	20.7917	3.556	12.07548	15	2.73575	49	8.97476	7	8.4856	11.432	12.0373	13.68
2023/4/10	20.7917	1.915	5.06592	8.969	4.4132	7.601	14.2259	0.949	8.4856	9.298	10.926	11.931
2023/4/11	5.36207	6	33.3465	0.641	4.4132	5.758	23.9328	6.877	8.4856	10.366	10.926	9.793
2023/4/12	7.6104	18.478	12.07548	5	4.26777	28	23.9328	5.77	12.6012	1.839	10.926	13.105
2023/4/13	9.7244	12.36	10.797	1.828	4.92435	8	23.9328	7.841	12.6012	1.513	10.926	12.486
2023/4/14	14.54376	4.885	33.3465	3.689	6.8172	10.421	14.2259	4.275	9.12202	15.936	13.1112	14.231
2023/4/15	9.7244	27.914	10.797	2.571	6.13548	7.725	6.45637	9	12.6012	3.094	13.1112	15.287
2023/4/16	4.92435	33	5.06592	6.153	3.53056	7.564	23.9328	7.798	9.12202	16.635	13.1112	13.872
2023/4/17	9.7244	9.139	5.06592	1.407	5.90824	12.292	23.9328	4.256	8.4856	6.508	13.1112	10.416
2023/4/18	9.7244	13.669	25.333	0.888	4.91904	15	23.9328	4.757	8.4856	12.5	8.7544	5.641
2023/4/19	28.10394	0.223	25.333	1.745	8.5016	7.915	23.9328	4.464	12.6012	3.093	8.7544	5.716
2023/4/20	7.8218	19.401	12.07548	5	4.92435	11	23.9328	6.378	8.4856	7.185	8.7544	9.059
2023/4/21	7.8218	23.348	12.07548	11	3.08152	10.001	5.9118	8	8.4856	25.765	13.1112	16.329
2023/4/22	7.8218	38.344	12.07548	8	3.08152	9.533	23.9328	13.018	8.4856	31.019	13.1112	23.19
2023/4/23	7.8218	9.541	10.797	3.334	4.92435	41	5.9118	6	8.4856	13.27	13.1112	20.939
2023/4/24	6.342	38.418	5.06592	6.197	6.8172	5.724	23.9328	7.804	6.3006	3.859	7.87896	6.159
2023/4/25	5.03378	5	5.3985	4.437	3.17347	33	3	18	6.3642	14.301	7.87896	6.775
2023/4/26	6.34694	5	25.333	2.24	4.3772	21	7.24676	4	6.3642	14.33	13.1112	10.579
2023/4/27	3.83005	10	10.797	6.085	5.124	8	14.2259	4.044	8.5368	1.697	7.87896	5.334
2023/4/28	6.34694	7	25.333	0.872	3.17347	35	3.0135	31	8.4008	4.924	13.1112	11.799
2023/4/29	6.342	43.398	5.06592	12.982	12.4982	5.932	3.0135	60	7.4249	27.359	8.7544	16.045
2023/4/30	20.7917	3.371	49.1238	2.026	3.53056	10.255	3.0135	47	8.4008	7.325	9.8487	15.414
2023/5/1	6.342	27.236	5.06592	8.739	7.1112	11.292	3	18	8.4856	27.112	13.1112	9.632
2023/5/2	4.92435	11	10.797	3.314	4.26777	36	3.507	16	8.4856	24.094	13.1112	10.947
2023/5/3	4.92435	9	5.06592	4.769	7.1112	11.143	5.8116	11	8.4856	22.717	13.1112	14.892
2023/5/4	4.92435	26	13.9956	2.451	4.4132	9.396	3	13	8.4856	25.655	13.1112	13.823
2023/5/5	7.6104	22.575	5.06592	6.994	11.362	16.238	3.0135	27	8.4856	22.324	9.8487	15.831
2023/5/6	7.6104	28.898	13.9956	3.472	4.3772	16	3.0135	53	8.4856	23.097	9.8487	24.411
2023/5/7	7.6104	40.937	13.9956	2.876	9.0896	19.509	5.8116	23	8.4856	39.966	13.1112	27.527
2023/5/8	11.018	7.806	41.6808	1.244	4.3772	14	14.2259	4.075	8.4856	21.757	13.1112	15.363
2023/5/9	11.018	11.054	5.06592	3.004	4.26777	21	14.2259	5.737	8.4856	17.224	7.87896	10.784
2023/5/10	11.018	6.738	13.9956	0.661	4.4132	9.018	3	19	8.4856	28.106	7.87896	11.009
2023/5/11	6.34694	8	36.7188	3.194	5.45192	8.686	23.9328	3.824	8.4856	13.908	7.87896	10.157
2023/5/12	11.018	13.116	13.9956	1.237	12.9132	3.67	26.1488	4.143	7.4249	24.496	10.926	16.352
2023/5/13	4.92435	40	36.7188	9.263	9.0896	18.553	26.1488	8.371	7.4249	33.208	7.87896	19.792
2023/5/14	11.018	14.519	5.06592	10.103	10.233	8.939	9.88232	3	7.4249	32.974	7.87896	22.125
2023/5/15	11.018	8.293	25.333	1.097	4.4132	9.901	4.018	28	7.4249	21.097	7.87896	11.022
2023/5/16	7.6104	17.473	13.9956	1.011	12.9132	4.975	14.2259	4.298	7.4249	14.181	7.87896	7.53
2023/5/17	4.92435	16	25.333	2.184	4.3772	19	3	16	7.4249	14.296	13.1112	13.405
2023/5/18	11.018	9.28	13.9956	0.969	7.1112	5.054	26.1488	3.756	7.4249	11.595	13.1112	16.076
2023/5/19	11.018	12.241	5.06592	6.595	7.1112	12.016	4.018	32	7.4249	15.232	13.1112	12.176
2023/5/20	7.6104	17.712	5.06592	3.193	4.26777	41	26.592	6.754	7.4249	33.825	13.1112	17.114
2023/5/21	23.63688	4.029	34.2378	4.023	4.6272	8.436	26.592	9.032	7.4249	38.276	8.7544	12.747
2023/5/22	7.6104	18.744	5.06592	4.978	4.4132	9.522	3	17	7.4249	25.433	13.1112	10.108
2023/5/23	11.018	8.617	5.06592	6.154	4.3772	30	4.018	22	7.4249	23.022	8.7544	6.018
2023/5/24	12.684	15.668	24.816	1.279	4.7408	9.498	4.018	17	7.4249	15.749	13.1112	12.853
2023/5/25	11.018	11.901	23.265	1.682	6.8172	5.539	3	12	10.69	4.076	13.1112	6.171
2023/5/26	6.342	18.395	34.2378	5.188	4.15834	17	4.018	22	14.2259	1.674	7.6601	10.804
2023/5/27	5.285	33.937	29.2758	6.759	4.4132	16.167	26.592	7.754	7.4249	24.313	14.42232	22.654
2023/5/28	7.55067	25	29.2758	5.062	6.16304	11.281	5.511	23	6.3642	30.826	8.7544	15.35
2023/5/29	11.018	12.22	13.06256	0.995	4.92435	20	5.511	10	6.3642	19.551	14.42232	11.141
2023/5/30	5.285	20.105	18.095	2.235	6.16304	6.86	26.592	4.299	12.828	9.456	14.2259	3.205
2023/5/31	6.34694	5	18.095	1.196	6.8172	13.76	5.511	13	7.00062	15.976	15.2964	11.005
2023/6/1	16.4145	1.456	18.095	0.795	8.6736	5.162	4.018	21	7.68312	0.922	15.2964	13.369
2023/6/2	9.73927	11	18.095	2.708	4.92435	36	4.018	33	7.6601	1.805	14.2259	3.375
2023/6/3	5.285	25.728	29.2758	9.327	7.78124	7.56	26.592	6.541	14.966	9.221	15.2964	24.989
2023/6/4	4.228	26.848	18.095	2.092	4.6272	15.205	5.511	18	7.00062	23.326	15.2964	20.432
2023/6/5	4.228	23.44	17.5376	0.357	9.54096	7.283	26.592	3.192	7.00062	14.939	15.2964	15.286
2023/6/6	4.228	20.281	29.2758	4.622	4.6272	5.557	4.15834	3	14.966	4.034	15.2964	20.226
2023/6/7	4.228	10.885	17.5376	3.259	4.92435	32	26.592	3.446	7.63704	12.207	16.60752	11.835
2023/6/8	4.8622	19.936	29.2758	3.715	4.6272	17.728	2.4108	16	8.5368	2.135	16.60752	14.19
2023/6/9	4.8622	20.111	24.5619	4.956	4.6272	14.346	2.51125	22	6.3642	12.721	16.60752	11.62
2023/6/10	4.8622	24.673	19.646	3.602	9.0896	22.526	5.511	21	6.3642	26.698	16.60752	20.201
2023/6/11	20.35398	5.9	16.4145	0.954	4.6272	17.683	24.376	5.626	14.966	12.638	16.60752	16.851
2023/6/12	8.8144	8.014	29.772	3.986	9.0896	9.99	2.009	13	6.3642	14.717	14.2259	10.486
2023/6/13	6.34694	26	19.646	1.952	9.0896	9.461	24.376	6.24	6.3642	13.494	16.60752	10.189
2023/6/14	8.8144	8.507	19.646	1.029	6.6198	6.762	3	11	5.46052	3.063	16.60752	8.898
2023/6/15	21.886	0.86	29.772	3.711	5.55264	9.723	5.511	10	12.828	6.691	16.60752	8.887
2023/6/16	10.13656	5.658	19.646	1.425	4.6272	9.95	24.376	4.503	6.3642	12.987	14.2259	5.47
2023/6/17	21.886	2.03	16.8864	9.249	4.6272	19.424	26.592	11.35	6.3642	30.49	16.60752	26.791
2023/6/18	8.8144	13.016	16.8864	8.154	4.92435	63	5.511	24	6.3642	33.059	16.60752	20.716
2023/6/19	4.8622	16.382	32.253	4.866	10.943	3.377	26.592	5.293	12.828	6.112	16.60752	12.363
2023/6/20	8.8144	5.622	19.646	2.5	4.92435	19	2.009	12	12.828	3.913	16.60752	12.21
2023/6/21	4.8622	12.785	32.253	9.132	4.6272	11.49	26.592	3.364	6.3006	7.433	14.42232	16.697
2023/6/22	6.34694	34	32.253	11.218	4.92435	29	26.592	11.476	9.8487	1.671	15.2964	17.912
2023/6/23	21.66714	2.505	16.8864	6.016	4.5448	21.115	3	12	6.3642	18.258	15.2964	9.279
2023/6/24	3.06404	18	16.8864	7.656	4.5448	16.569	26.592	6.18	8.5368	0.867	15.2964	9.387
2023/6/25	5.4964	11.883	32.253	4.741	4.92435	37	3	11	6.3642	16.448	15.2964	10.681
2023/6/26	5.4964	10.334	16.8864	4.493	6.01536	7.636	2.009	9	6.3642	16.395	15.2964	8.083
2023/6/27	5.4964	17.095	32.253	4.98	4.5448	14.095	26.592	3.708	12.828	2.332	13.1112	14.272
2023/6/28	13.2216	6.339	16.8864	6.587	4.92435	33	2.009	26	6.3642	6.075	13.1112	13.401
2023/6/29	13.2216	7.692	16.8864	7.403	4.92435	35	3	11	6.3642	5.369	12.23712	15.18
2023/6/30	6.34694	23	10.72996	0.721	5.20416	5.88	2.009	13	5.54892	1.376	12.23712	16.9
